hurricane_name,date,time,lat,lon,wind_mph,pressure_mb,storm_type ,city,state,zipcode
Hurricane-Sebastien,11/23/2019,6:00:00 PM,31.5,-46.4,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/23/2019,9:00:00 PM,32.51,-45.45,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,12:00:00 AM,33.5,-44.4,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,3:00:00 AM,34.39,-43.14,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,6:00:00 AM,35.2,-41.7,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,9:00:00 AM,35.91,-40.18,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,12:00:00 PM,36.6,-38.5,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,3:00:00 PM,37.37,-36.64,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,6:00:00 PM,38.2,-34.7,63,994,Tropical Storm,,,
Hurricane-Sebastien,11/24/2019,9:00:00 PM,39.07,-32.82,63,993,Tropical Storm,,,
Hurricane-Sebastien,11/25/2019,12:00:00 AM,40.0,-30.9,63,992,Extratropical,,,
Hurricane-Sebastien,11/25/2019,3:00:00 AM,40.92,-28.86,66,990,Extratropical,,,
Hurricane-Sebastien,11/25/2019,6:00:00 AM,41.9,-26.7,69,988,Extratropical,,,
Hurricane-Sebastien,11/25/2019,9:00:00 AM,42.91,-24.45,69,985,Extratropical,,,
Hurricane-Sebastien,11/25/2019,12:00:00 PM,44.0,-22.0,69,982,Extratropical,,,
Hurricane-Sebastien,11/25/2019,3:00:00 PM,45.18,-19.11,69,980,Extratropical,,,
Hurricane-Sebastien,11/25/2019,6:00:00 PM,46.4,-16.3,69,978,Extratropical,,,
Hurricane-Sebastien,11/25/2019,9:00:00 PM,47.59,-14.03,66,976,Extratropical,,,
Hurricane-Sebastien,11/26/2019,12:00:00 AM,48.8,-12.2,63,974,Extratropical,,,
Hurricane-Sebastien,11/26/2019,3:00:00 AM,50.16,-10.45,60,973,Extratropical,,,
Hurricane-Sebastien,11/26/2019,6:00:00 AM,51.3,-9.3,58,972,Extratropical,,,
Hurricane-Sebastien,11/26/2019,9:00:00 AM,51.93,-9.1,54,971,Extratropical,,,
Hurricane-Sebastien,11/26/2019,12:00:00 PM,52.2,-9.3,52,970,Extratropical,,,
Hurricane-Sebastien,11/26/2019,3:00:00 PM,52.3,-9.15,48,971,Extratropical,,,
Hurricane-Sebastien,11/26/2019,6:00:00 PM,52.2,-8.9,46,972,Extratropical,,,
Hurricane-Sebastien,11/26/2019,9:00:00 PM,52.03,-8.69,46,973,Extratropical,,,
Hurricane-Sebastien,11/27/2019,12:00:00 AM,51.8,-8.2,46,974,Extratropical,,,
Hurricane-Sebastien,11/27/2019,3:00:00 AM,51.57,-7.34,46,975,Extratropical,,,
Hurricane-Sebastien,11/27/2019,6:00:00 AM,51.4,-6.0,46,976,Extratropical,,,
Hurricane-Sebastien,11/27/2019,9:00:00 AM,51.33,-4.18,46,978,Extratropical,,,
Hurricane-Sebastien,11/27/2019,12:00:00 PM,51.3,-2.1,46,980,Extratropical,,,
Hurricane-Alpha,9/14/2020,12:00:00 PM,47.2,-22.0,46,1002,Extratropical,,,
Hurricane-Alpha,9/14/2020,3:00:00 PM,47.2,-22.1,52,999,Extratropical,,,
Hurricane-Alpha,9/14/2020,6:00:00 PM,47.2,-22.2,58,996,Extratropical,,,
Hurricane-Alpha,9/14/2020,9:00:00 PM,47.18,-22.31,63,994,Extratropical,,,
Hurricane-Alpha,9/15/2020,12:00:00 AM,47.0,-22.4,69,992,Extratropical,,,
Hurricane-Alpha,9/15/2020,3:00:00 AM,46.56,-22.5,69,993,Extratropical,,,
Hurricane-Alpha,9/15/2020,6:00:00 AM,46.0,-22.5,69,994,Extratropical,,,
Hurricane-Alpha,9/15/2020,9:00:00 AM,45.51,-22.36,63,995,Extratropical,,,
Hurricane-Alpha,9/15/2020,12:00:00 PM,45.0,-22.1,58,996,Extratropical,,,
Hurricane-Alpha,9/15/2020,3:00:00 PM,44.45,-21.79,54,997,Extratropical,,,
Hurricane-Alpha,9/15/2020,6:00:00 PM,43.9,-21.4,52,998,Extratropical,,,
Hurricane-Alpha,9/15/2020,9:00:00 PM,43.39,-20.95,48,999,Extratropical,,,
Hurricane-Alpha,9/16/2020,12:00:00 AM,42.9,-20.5,46,1000,Extratropical,,,
Hurricane-Alpha,9/16/2020,3:00:00 AM,42.4,-20.11,46,1000,Extratropical,,,
Hurricane-Alpha,9/16/2020,6:00:00 AM,41.9,-19.8,46,1000,Extratropical,,,
Hurricane-Alpha,9/16/2020,9:00:00 AM,41.4,-19.61,46,1000,Extratropical,,,
Hurricane-Alpha,9/16/2020,12:00:00 PM,40.9,-19.5,46,1000,Extratropical,,,
Hurricane-Alpha,9/16/2020,3:00:00 PM,40.4,-19.41,46,1000,Extratropical,,,
Hurricane-Alpha,9/16/2020,6:00:00 PM,39.9,-19.3,46,1000,Extratropical,,,
Hurricane-Alpha,9/16/2020,9:00:00 PM,39.37,-19.15,43,1001,Extratropical,,,
Hurricane-Alpha,9/17/2020,12:00:00 AM,38.9,-18.9,40,1002,Extratropical,,,
Hurricane-Alpha,9/17/2020,3:00:00 AM,38.57,-18.53,40,1002,Extratropical,,,
Hurricane-Alpha,9/17/2020,6:00:00 AM,38.3,-18.1,40,1002,Subtropical Storm,,,
Hurricane-Alpha,9/17/2020,9:00:00 AM,38.03,-17.77,40,1002,Subtropical Storm,,,
Hurricane-Alpha,9/17/2020,12:00:00 PM,37.7,-17.3,40,1002,Subtropical Storm,,,
Hurricane-Alpha,9/17/2020,3:00:00 PM,37.15,-16.57,43,1000,Subtropical Storm,,,
Hurricane-Alpha,9/17/2020,6:00:00 PM,36.7,-15.6,46,999,Subtropical Storm,,,
Hurricane-Alpha,9/17/2020,9:00:00 PM,36.54,-14.35,48,997,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,12:00:00 AM,36.7,-13.1,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,3:00:00 AM,37.22,-12.15,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,6:00:00 AM,37.9,-11.4,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,9:00:00 AM,38.41,-10.81,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,12:00:00 PM,38.9,-10.3,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,3:00:00 PM,39.41,-9.79,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,6:00:00 PM,39.9,-9.1,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,6:40:00 PM,40.0,-8.9,52,996,Subtropical Storm,,,
Hurricane-Alpha,9/18/2020,9:00:00 PM,40.3,-8.28,44,999,Subtropical Storm,,,
Hurricane-Alpha,9/19/2020,12:00:00 AM,40.6,-7.6,35,1004,Subtropical Depression,,,
Hurricane-Amanda,5/30/2020,6:00:00 PM,12.2,-90.9,29,1006,Tropical Depression,,,
Hurricane-Amanda,5/30/2020,9:00:00 PM,12.44,-90.74,31,1005,Tropical Depression,,,
Hurricane-Amanda,5/31/2020,12:00:00 AM,12.7,-90.6,35,1005,Tropical Depression,,,
Hurricane-Amanda,5/31/2020,3:00:00 AM,12.98,-90.49,37,1004,Tropical Depression,,,
Hurricane-Amanda,5/31/2020,6:00:00 AM,13.3,-90.4,40,1003,Tropical Storm,,,
Hurricane-Amanda,5/31/2020,9:00:00 AM,13.66,-90.31,40,1003,Tropical Storm,,,
Hurricane-Amanda,5/31/2020,10:00:00 AM,13.8,-90.3,40,1003,Tropical Storm,,,
Hurricane-Amanda,5/31/2020,12:00:00 PM,14.1,-90.3,40,1003,Tropical Storm,,,
Hurricane-Arthur,5/16/2020,6:00:00 PM,28.0,-78.7,35,1008,Tropical Depression,,,
Hurricane-Arthur,5/16/2020,9:00:00 PM,28.47,-78.33,37,1007,Tropical Depression,,,
Hurricane-Arthur,5/17/2020,12:00:00 AM,28.9,-78.0,40,1006,Tropical Storm,,,
Hurricane-Arthur,5/17/2020,3:00:00 AM,29.26,-77.75,40,1005,Tropical Storm,,,
Hurricane-Arthur,5/17/2020,6:00:00 AM,29.6,-77.6,40,1004,Tropical Storm,,,
Hurricane-Arthur,5/17/2020,9:00:00 AM,29.95,-77.53,40,1003,Tropical Storm,,,
Hurricane-Arthur,5/17/2020,12:00:00 PM,30.3,-77.5,40,1003,Tropical Storm,,,
Hurricane-Arthur,5/17/2020,3:00:00 PM,30.64,-77.41,43,1003,Tropical Storm,,,
Hurricane-Arthur,5/17/2020,6:00:00 PM,31.0,-77.3,46,1003,Tropical Storm,,,
Hurricane-Arthur,5/17/2020,9:00:00 PM,31.41,-77.16,46,1003,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,12:00:00 AM,31.9,-77.0,46,1003,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,3:00:00 AM,32.47,-76.89,46,1002,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,6:00:00 AM,33.1,-76.7,46,1002,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,9:00:00 AM,33.76,-76.37,48,1001,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,12:00:00 PM,34.4,-75.9,52,1000,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,3:00:00 PM,34.99,-75.36,52,996,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,6:00:00 PM,35.5,-74.7,52,993,Tropical Storm,,,
Hurricane-Arthur,5/18/2020,9:00:00 PM,35.89,-73.94,54,992,Tropical Storm,,,
Hurricane-Arthur,5/19/2020,12:00:00 AM,36.2,-73.1,58,991,Tropical Storm,,,
Hurricane-Arthur,5/19/2020,3:00:00 AM,36.54,-72.27,58,990,Tropical Storm,,,
Hurricane-Arthur,5/19/2020,6:00:00 AM,36.8,-71.4,58,990,Tropical Storm,,,
Hurricane-Arthur,5/19/2020,9:00:00 AM,36.95,-70.45,60,989,Tropical Storm,,,
Hurricane-Arthur,5/19/2020,12:00:00 PM,37.0,-69.5,63,989,Extratropical,,,
Hurricane-Arthur,5/19/2020,3:00:00 PM,37.02,-68.58,60,990,Extratropical,,,
Hurricane-Arthur,5/19/2020,6:00:00 PM,36.9,-67.8,58,991,Extratropical,,,
Hurricane-Arthur,5/19/2020,9:00:00 PM,36.59,-67.23,58,992,Extratropical,,,
Hurricane-Arthur,5/20/2020,12:00:00 AM,36.2,-66.8,58,993,Extratropical,,,
Hurricane-Arthur,5/20/2020,3:00:00 AM,35.86,-66.36,58,995,Extratropical,,,
Hurricane-Arthur,5/20/2020,6:00:00 AM,35.5,-66.0,58,997,Extratropical,,,
Hurricane-Arthur,5/20/2020,9:00:00 AM,35.06,-65.76,58,999,Extratropical,,,
Hurricane-Arthur,5/20/2020,12:00:00 PM,34.6,-65.6,58,1002,Extratropical,,,
Hurricane-Arthur,5/20/2020,3:00:00 PM,34.15,-65.44,54,1004,Extratropical,,,
Hurricane-Arthur,5/20/2020,6:00:00 PM,33.7,-65.3,52,1006,Extratropical,,,
Hurricane-Arthur,5/20/2020,9:00:00 PM,33.25,-65.15,48,1007,Extratropical,,,
Hurricane-Arthur,5/21/2020,12:00:00 AM,32.8,-65.0,46,1008,Extratropical,,,
Hurricane-Bertha,5/27/2020,6:00:00 AM,31.5,-78.8,46,1006,Tropical Storm,,,
Hurricane-Bertha,5/27/2020,9:00:00 AM,32.03,-79.13,48,1005,Tropical Storm,,,
Hurricane-Bertha,5/27/2020,12:00:00 PM,32.6,-79.5,52,1005,Tropical Storm,,,
Hurricane-Bertha,5/27/2020,1:30:00 PM,32.9,-79.7,52,1005,Tropical Storm,,,
Hurricane-Bertha,5/27/2020,3:00:00 PM,33.18,-79.86,46,1005,Tropical Storm,,,
Hurricane-Bertha,5/27/2020,6:00:00 PM,33.7,-80.1,35,1007,Tropical Depression,,,
Hurricane-Bertha,5/27/2020,9:00:00 PM,34.22,-80.41,31,1007,Tropical Depression,,,
Hurricane-Bertha,5/28/2020,12:00:00 AM,34.9,-80.7,29,1008,Tropical Depression,,,
Hurricane-Bertha,5/28/2020,3:00:00 AM,35.88,-80.98,25,1009,Tropical Depression,,,
Hurricane-Bertha,5/28/2020,6:00:00 AM,37.1,-81.1,23,1011,Extratropical,,,
Hurricane-Bertha,5/28/2020,9:00:00 AM,38.47,-80.94,23,1011,Extratropical,,,
Hurricane-Bertha,5/28/2020,12:00:00 PM,39.9,-80.6,23,1011,Extratropical,,,
Hurricane-Beta,9/17/2020,6:00:00 AM,21.1,-94.9,35,1007,Tropical Low,,,
Hurricane-Beta,9/17/2020,9:00:00 AM,21.31,-94.81,35,1007,Tropical Low,,,
Hurricane-Beta,9/17/2020,12:00:00 PM,21.5,-94.7,35,1007,Tropical Depression,,,
Hurricane-Beta,9/17/2020,3:00:00 PM,21.67,-94.55,35,1006,Tropical Depression,,,
Hurricane-Beta,9/17/2020,6:00:00 PM,21.8,-94.4,35,1005,Tropical Depression,,,
Hurricane-Beta,9/17/2020,9:00:00 PM,21.88,-94.28,35,1005,Tropical Depression,,,
Hurricane-Beta,9/18/2020,12:00:00 AM,22.0,-94.2,35,1005,Tropical Depression,,,
Hurricane-Beta,9/18/2020,3:00:00 AM,22.27,-94.16,35,1005,Tropical Depression,,,
Hurricane-Beta,9/18/2020,6:00:00 AM,22.6,-94.1,35,1005,Tropical Depression,,,
Hurricane-Beta,9/18/2020,9:00:00 AM,22.88,-93.99,35,1005,Tropical Depression,,,
Hurricane-Beta,9/18/2020,12:00:00 PM,23.2,-93.8,35,1005,Tropical Depression,,,
Hurricane-Beta,9/18/2020,3:00:00 PM,23.61,-93.49,40,1004,Tropical Depression,,,
Hurricane-Beta,9/18/2020,6:00:00 PM,24.1,-93.1,46,1003,Tropical Storm,,,
Hurricane-Beta,9/18/2020,9:00:00 PM,24.67,-92.65,52,1001,Tropical Storm,,,
Hurricane-Beta,9/19/2020,12:00:00 AM,25.2,-92.3,58,1000,Tropical Storm,,,
Hurricane-Beta,9/19/2020,3:00:00 AM,25.54,-92.23,58,998,Tropical Storm,,,
Hurricane-Beta,9/19/2020,6:00:00 AM,25.8,-92.3,58,996,Tropical Storm,,,
Hurricane-Beta,9/19/2020,9:00:00 AM,26.13,-92.36,58,995,Tropical Storm,,,
Hurricane-Beta,9/19/2020,12:00:00 PM,26.4,-92.4,58,994,Tropical Storm,,,
Hurricane-Beta,9/19/2020,3:00:00 PM,26.53,-92.32,58,994,Tropical Storm,,,
Hurricane-Beta,9/19/2020,6:00:00 PM,26.6,-92.2,58,995,Tropical Storm,,,
Hurricane-Beta,9/19/2020,9:00:00 PM,26.71,-92.11,58,996,Tropical Storm,,,
Hurricane-Beta,9/20/2020,12:00:00 AM,26.8,-92.1,58,997,Tropical Storm,,,
Hurricane-Beta,9/20/2020,3:00:00 AM,26.85,-92.27,58,997,Tropical Storm,,,
Hurricane-Beta,9/20/2020,6:00:00 AM,26.9,-92.5,58,998,Tropical Storm,,,
Hurricane-Beta,9/20/2020,9:00:00 AM,26.98,-92.62,58,997,Tropical Storm,,,
Hurricane-Beta,9/20/2020,12:00:00 PM,27.1,-92.8,58,996,Tropical Storm,,,
Hurricane-Beta,9/20/2020,3:00:00 PM,27.32,-93.18,60,996,Tropical Storm,,,
Hurricane-Beta,9/20/2020,6:00:00 PM,27.5,-93.6,63,996,Tropical Storm,,,
Hurricane-Beta,9/20/2020,9:00:00 PM,27.52,-93.86,60,994,Tropical Storm,,,
Hurricane-Beta,9/21/2020,12:00:00 AM,27.5,-94.1,58,993,Tropical Storm,,,
Hurricane-Beta,9/21/2020,3:00:00 AM,27.54,-94.44,54,994,Tropical Storm,,,
Hurricane-Beta,9/21/2020,6:00:00 AM,27.6,-94.8,52,995,Tropical Storm,,,
Hurricane-Beta,9/21/2020,9:00:00 AM,27.69,-95.17,52,996,Tropical Storm,,,
Hurricane-Beta,9/21/2020,12:00:00 PM,27.8,-95.5,52,997,Tropical Storm,,,
Hurricane-Beta,9/21/2020,3:00:00 PM,27.95,-95.78,48,998,Tropical Storm,,,
Hurricane-Beta,9/21/2020,6:00:00 PM,28.1,-96.0,46,999,Tropical Storm,,,
Hurricane-Beta,9/21/2020,9:00:00 PM,28.2,-96.17,48,998,Tropical Storm,,,
Hurricane-Beta,9/22/2020,12:00:00 AM,28.3,-96.3,52,998,Tropical Storm,,,
Hurricane-Beta,9/22/2020,2:45:00 AM,28.4,-96.4,52,997,Tropical Storm,,,
Hurricane-Beta,9/22/2020,3:00:00 AM,28.41,-96.41,51,997,Tropical Storm,,,
Hurricane-Beta,9/22/2020,6:00:00 AM,28.6,-96.6,46,999,Tropical Storm,,,
Hurricane-Beta,9/22/2020,9:00:00 AM,28.72,-96.75,43,1000,Tropical Storm,,,
Hurricane-Beta,9/22/2020,12:00:00 PM,28.8,-96.8,40,1002,Tropical Storm,,,
Hurricane-Beta,9/22/2020,3:00:00 PM,28.86,-96.72,35,1004,Tropical Storm,,,
Hurricane-Beta,9/22/2020,6:00:00 PM,28.9,-96.5,29,1006,Tropical Depression,,,
Hurricane-Beta,9/22/2020,9:00:00 PM,28.93,-96.16,29,1006,Tropical Depression,,,
Hurricane-Beta,9/23/2020,12:00:00 AM,29.0,-95.8,29,1007,Extratropical,,,
Hurricane-Beta,9/23/2020,3:00:00 AM,29.16,-95.61,29,1007,Extratropical,,,
Hurricane-Beta,9/23/2020,6:00:00 AM,29.4,-95.4,29,1007,Extratropical,,,
Hurricane-Beta,9/23/2020,9:00:00 AM,29.71,-95.03,29,1007,Extratropical,,,
Hurricane-Beta,9/23/2020,12:00:00 PM,30.0,-94.6,29,1007,Extratropical,,,
Hurricane-Beta,9/23/2020,3:00:00 PM,30.16,-94.24,29,1006,Extratropical,,,
Hurricane-Beta,9/23/2020,6:00:00 PM,30.3,-93.8,29,1006,Extratropical,,,
Hurricane-Beta,9/23/2020,9:00:00 PM,30.51,-93.11,29,1005,Extratropical,,,
Hurricane-Beta,9/24/2020,12:00:00 AM,30.8,-92.4,29,1005,Extratropical,,,
Hurricane-Beta,9/24/2020,3:00:00 AM,31.18,-91.91,29,1004,Extratropical,,,
Hurricane-Beta,9/24/2020,6:00:00 AM,31.6,-91.5,29,1004,Extratropical,,,
Hurricane-Beta,9/24/2020,9:00:00 AM,32.01,-91.09,29,1003,Extratropical,,,
Hurricane-Beta,9/24/2020,12:00:00 PM,32.4,-90.6,29,1003,Extratropical,,,
Hurricane-Beta,9/24/2020,3:00:00 PM,32.72,-89.89,25,1005,Extratropical,,,
Hurricane-Beta,9/24/2020,6:00:00 PM,33.0,-89.1,23,1008,Extratropical,,,
Hurricane-Beta,9/24/2020,9:00:00 PM,33.31,-88.32,23,1008,Extratropical,,,
Hurricane-Beta,9/25/2020,12:00:00 AM,33.6,-87.6,23,1009,Extratropical,,,
Hurricane-Beta,9/25/2020,3:00:00 AM,33.86,-87.01,20,1009,Extratropical,,,
Hurricane-Beta,9/25/2020,6:00:00 AM,34.1,-86.5,17,1010,Extratropical,,,
Hurricane-Cristobal,6/1/2020,6:00:00 PM,19.4,-90.9,29,1006,Tropical Depression,,,
Hurricane-Cristobal,6/1/2020,9:00:00 PM,19.52,-91.27,29,1005,Tropical Depression,,,
Hurricane-Cristobal,6/2/2020,12:00:00 AM,19.6,-91.6,29,1005,Tropical Depression,,,
Hurricane-Cristobal,6/2/2020,3:00:00 AM,19.62,-91.87,31,1005,Tropical Depression,,,
Hurricane-Cristobal,6/2/2020,6:00:00 AM,19.6,-92.1,35,1005,Tropical Depression,,,
Hurricane-Cristobal,6/2/2020,9:00:00 AM,19.57,-92.33,37,1004,Tropical Depression,,,
Hurricane-Cristobal,6/2/2020,12:00:00 PM,19.5,-92.5,40,1004,Tropical Storm,,,
Hurricane-Cristobal,6/2/2020,3:00:00 PM,19.36,-92.59,43,1002,Tropical Storm,,,
Hurricane-Cristobal,6/2/2020,6:00:00 PM,19.2,-92.6,46,1001,Tropical Storm,,,
Hurricane-Cristobal,6/2/2020,9:00:00 PM,19.09,-92.57,48,998,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,12:00:00 AM,19.0,-92.5,52,996,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,3:00:00 AM,18.94,-92.4,54,995,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,6:00:00 AM,18.9,-92.3,58,994,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,9:00:00 AM,18.92,-92.31,58,993,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,12:00:00 PM,18.8,-92.2,58,993,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,1:00:00 PM,18.7,-92.1,58,993,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,3:00:00 PM,18.58,-91.98,55,993,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,6:00:00 PM,18.5,-91.9,52,994,Tropical Storm,,,
Hurricane-Cristobal,6/3/2020,9:00:00 PM,18.35,-91.8,48,994,Tropical Storm,,,
Hurricane-Cristobal,6/4/2020,12:00:00 AM,18.2,-91.7,46,995,Tropical Storm,,,
Hurricane-Cristobal,6/4/2020,3:00:00 AM,18.04,-91.61,43,996,Tropical Storm,,,
Hurricane-Cristobal,6/4/2020,6:00:00 AM,17.9,-91.5,40,997,Tropical Storm,,,
Hurricane-Cristobal,6/4/2020,9:00:00 AM,17.79,-91.37,37,998,Tropical Storm,,,
Hurricane-Cristobal,6/4/2020,12:00:00 PM,17.7,-91.2,35,999,Tropical Depression,,,
Hurricane-Cristobal,6/4/2020,3:00:00 PM,17.61,-91.01,35,999,Tropical Depression,,,
Hurricane-Cristobal,6/4/2020,6:00:00 PM,17.6,-90.8,35,999,Tropical Depression,,,
Hurricane-Cristobal,6/4/2020,9:00:00 PM,17.69,-90.59,35,999,Tropical Depression,,,
Hurricane-Cristobal,6/5/2020,12:00:00 AM,17.9,-90.4,35,999,Tropical Depression,,,
Hurricane-Cristobal,6/5/2020,3:00:00 AM,18.2,-90.24,37,998,Tropical Depression,,,
Hurricane-Cristobal,6/5/2020,6:00:00 AM,18.6,-90.1,40,998,Tropical Storm,,,
Hurricane-Cristobal,6/5/2020,9:00:00 AM,19.06,-89.98,43,997,Tropical Storm,,,
Hurricane-Cristobal,6/5/2020,12:00:00 PM,19.6,-89.9,46,997,Tropical Storm,,,
Hurricane-Cristobal,6/5/2020,3:00:00 PM,20.19,-89.88,48,997,Tropical Storm,,,
Hurricane-Cristobal,6/5/2020,6:00:00 PM,20.8,-89.9,52,997,Tropical Storm,,,
Hurricane-Cristobal,6/5/2020,9:00:00 PM,21.42,-89.94,54,996,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,12:00:00 AM,22.0,-90.0,58,996,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,3:00:00 AM,22.52,-90.05,58,995,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,6:00:00 AM,23.0,-90.1,58,994,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,9:00:00 AM,23.46,-90.16,54,993,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,12:00:00 PM,23.9,-90.2,52,992,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,3:00:00 PM,24.34,-90.22,52,992,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,6:00:00 PM,24.8,-90.2,52,992,Tropical Storm,,,
Hurricane-Cristobal,6/6/2020,9:00:00 PM,25.29,-90.16,52,992,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,12:00:00 AM,25.8,-90.1,52,992,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,3:00:00 AM,26.34,-90.05,52,992,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,6:00:00 AM,26.9,-90.0,52,992,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,9:00:00 AM,27.46,-89.95,52,991,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,12:00:00 PM,28.0,-89.9,52,991,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,3:00:00 PM,28.56,-89.84,52,990,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,6:00:00 PM,29.0,-89.8,52,990,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,9:00:00 PM,29.16,-89.78,52,990,Tropical Storm,,,
Hurricane-Cristobal,6/7/2020,10:00:00 PM,29.3,-89.8,52,990,Tropical Storm,,,
Hurricane-Cristobal,6/8/2020,12:00:00 AM,29.8,-89.9,52,990,Tropical Storm,,,
Hurricane-Cristobal,6/8/2020,3:00:00 AM,30.26,-90.19,46,990,Tropical Storm,,,
Hurricane-Cristobal,6/8/2020,6:00:00 AM,30.6,-90.6,40,991,Tropical Storm,,,
Hurricane-Cristobal,6/8/2020,9:00:00 AM,31.12,-91.06,37,992,Tropical Storm,,,
Hurricane-Cristobal,6/8/2020,12:00:00 PM,31.7,-91.5,35,993,Tropical Depression,,,
Hurricane-Cristobal,6/8/2020,3:00:00 PM,32.28,-91.81,35,993,Tropical Depression,,,
Hurricane-Cristobal,6/8/2020,6:00:00 PM,32.9,-92.0,35,994,Tropical Depression,,,
Hurricane-Cristobal,6/8/2020,9:00:00 PM,33.52,-92.08,31,994,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,12:00:00 AM,34.2,-92.1,29,994,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,3:00:00 AM,34.93,-92.16,29,993,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,6:00:00 AM,35.8,-92.2,29,993,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,9:00:00 AM,36.85,-92.19,29,992,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,12:00:00 PM,38.0,-92.1,29,991,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,3:00:00 PM,39.14,-91.96,31,989,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,6:00:00 PM,40.3,-91.7,35,988,Tropical Depression,,,
Hurricane-Cristobal,6/9/2020,9:00:00 PM,41.44,-91.33,35,987,Tropical Depression,,,
Hurricane-Cristobal,6/10/2020,12:00:00 AM,42.6,-90.8,35,986,Extratropical,,,
Hurricane-Cristobal,6/10/2020,3:00:00 AM,43.78,-90.12,37,984,Extratropical,,,
Hurricane-Cristobal,6/10/2020,6:00:00 AM,45.0,-89.3,40,983,Extratropical,,,
Hurricane-Cristobal,6/10/2020,9:00:00 AM,46.26,-88.41,40,982,Extratropical,,,
Hurricane-Cristobal,6/10/2020,12:00:00 PM,47.5,-87.4,40,982,Extratropical,,,
Hurricane-Cristobal,6/10/2020,3:00:00 PM,48.69,-86.29,40,982,Extratropical,,,
Hurricane-Cristobal,6/10/2020,6:00:00 PM,49.8,-85.1,40,982,Extratropical,,,
Hurricane-Cristobal,6/10/2020,9:00:00 PM,50.85,-83.79,37,982,Extratropical,,,
Hurricane-Cristobal,6/11/2020,12:00:00 AM,51.7,-82.6,35,983,Extratropical,,,
Hurricane-Cristobal,6/11/2020,3:00:00 AM,52.3,-81.77,35,984,Extratropical,,,
Hurricane-Cristobal,6/11/2020,6:00:00 AM,52.7,-81.2,35,985,Extratropical,,,
Hurricane-Cristobal,6/11/2020,9:00:00 AM,53.01,-80.74,37,986,Extratropical,,,
Hurricane-Cristobal,6/11/2020,12:00:00 PM,53.2,-80.4,40,987,Extratropical,,,
Hurricane-Cristobal,6/11/2020,3:00:00 PM,53.34,-80.07,40,988,Extratropical,,,
Hurricane-Cristobal,6/11/2020,6:00:00 PM,53.4,-79.8,40,989,Extratropical,,,
Hurricane-Cristobal,6/11/2020,9:00:00 PM,53.42,-79.58,40,990,Extratropical,,,
