CELL_TYPE,MAX_SHEAR,WSR_ID,MXDV,CELL_ID,ZTIME,AZIMUTH,RANGE,type,longitude,latitude
TVS,20,KGLD,62,Q6,2024-07-04T02:12:44Z,121,50,Point,-100.7844,38.9338
TVS,23,KGLD,74,Q6,2024-07-04T02:12:44Z,113,50,Point,-100.7154,39.037
TVS,23,KGLD,86,M6,2024-07-04T02:17:55Z,131,60,Point,-100.7358,38.7064
TVS,16,KGLD,62,U7,2024-07-04T02:17:55Z,142,62,Point,-100.889,38.5492
TVS,23,KGLD,93,U7,2024-07-04T02:23:07Z,136,64,Point,-100.7548,38.5952
TVS,16,KGLD,63,D6,2024-07-04T02:23:07Z,93,64,Point,-100.3275,39.303
TVS,21,KGLD,86,U7,2024-07-04T02:23:07Z,140,65,Point,-100.8125,38.533
TVS,27,KGLD,115,U7,2024-07-04T02:28:19Z,133,67,Point,-100.6582,38.6001
TVS,25,KGLD,90,P8,2024-07-04T02:28:19Z,117,56,Point,-100.634,38.938
TVS,21,KGLD,88,U7,2024-07-04T02:28:19Z,132,66,Point,-100.6568,38.6256
TVS,27,KGLD,103,P8,2024-07-04T02:33:31Z,113,62,Point,-100.4804,38.9565
TVS,20,KGLD,84,U7,2024-07-04T02:33:31Z,129,68,Point,-100.5756,38.6477
TVS,27,KGLD,113,P8,2024-07-04T02:38:43Z,108,65,Point,-100.3777,39.0244
TVS,14,KGLD,56,U7,2024-07-04T02:38:43Z,124,66,Point,-100.5342,38.7455
TVS,15,KGLD,66,U7,2024-07-04T02:38:43Z,126,69,Point,-100.5117,38.6844
TVS,23,KGLD,100,X7,2024-07-04T02:38:43Z,119,68,Point,-100.4317,38.8102
TVS,16,KGLD,80,W0,2024-07-04T03:04:43Z,112,81,Point,-100.0975,38.8498
TVS,15,KGLD,80,L2,2024-07-04T03:09:50Z,108,85,Point,-99.9734,38.916
TVS,14,KGLD,72,L2,2024-07-04T03:09:50Z,105,83,Point,-99.9858,38.996
TVS,14,KGLD,74,L2,2024-07-04T03:09:50Z,110,86,Point,-99.9753,38.8635
TVS,14,KGLD,79,S2,2024-07-04T03:20:09Z,110,92,Point,-99.8559,38.8274
TVS,11,KGLD,60,B4,2024-07-04T03:20:09Z,106,87,Point,-99.9129,38.9532
TVS,17,KUEX,49,C3,2024-07-04T03:22:02Z,209,45,Point,-98.9129,39.6636
TVS,27,KUEX,72,L3,2024-07-04T03:37:19Z,195,44,Point,-98.6876,39.6119
TVS,26,KUEX,76,G1,2024-07-04T03:47:47Z,191,46,Point,-98.6312,39.5678
TVS,24,KUEX,75,M4,2024-07-04T03:47:47Z,207,51,Point,-98.941,39.5621
TVS,18,KUEX,57,G1,2024-07-04T03:47:47Z,197,50,Point,-98.7569,39.5231
TVS,18,KUEX,58,S3,2024-07-04T03:58:16Z,194,50,Point,-98.7025,39.5116
TVS,20,KUEX,62,S3,2024-07-04T03:58:16Z,184,50,Point,-98.5171,39.4891
TVS,30,KUEX,91,T7,2024-07-04T04:03:44Z,180,49,Point,-98.442,39.5038
TVS,22,KUEX,69,Y1,2024-07-04T04:22:09Z,175,50,Point,-98.3482,39.4902
TVS,19,KVNX,57,H9,2024-07-04T04:57:22Z,312,48,Point,-98.873,37.2746
TVS,27,KICT,85,D1,2024-07-04T05:38:04Z,311,51,Point,-98.257,38.2094
TVS,23,KICT,72,R7,2024-07-04T05:38:04Z,335,51,Point,-97.9001,38.4242
TVS,19,KICT,63,R7,2024-07-04T05:38:04Z,336,53,Point,-97.9004,38.4609
TVS,25,KICT,77,G8,2024-07-04T05:42:52Z,318,50,Point,-98.1511,38.2718
TVS,16,KICT,50,C1,2024-07-04T05:42:52Z,322,48,Point,-98.0686,38.2834
TVS,19,KICT,57,C1,2024-07-04T05:42:52Z,333,48,Point,-97.9048,38.3666
TVS,21,KICT,71,M0,2024-07-04T05:42:52Z,353,50,Point,-97.5723,38.4819
TVS,22,KICT,73,J7,2024-07-04T05:47:50Z,350,52,Point,-97.6347,38.5082
TVS,26,KICT,73,C1,2024-07-04T05:52:48Z,329,44,Point,-97.9227,38.2822
TVS,18,KICT,51,S7,2024-07-04T05:52:48Z,318,45,Point,-98.0798,38.2102
TVS,27,KICT,73,G0,2024-07-04T05:52:48Z,342,43,Point,-97.7245,38.3359
TVS,26,KICT,78,G0,2024-07-04T05:57:23Z,349,46,Point,-97.6291,38.4072
TVS,27,KICT,74,G0,2024-07-04T05:57:23Z,352,45,Point,-97.5758,38.3974
TVS,25,KICT,84,H8,2024-07-04T06:02:12Z,12,53,Point,-97.209,38.5187
TVS,32,KICT,75,S0,2024-07-04T06:02:12Z,314,38,Point,-98.0202,38.093
TVS,35,KICH,103,I1,2024-07-04T06:05:43Z,323,45,Point,-98.0089,38.1052
TVS,27,KICT,84,O5,2024-07-04T06:07:00Z,13,48,Point,-97.214,38.434
TVS,21,KICT,51,S7,2024-07-04T06:07:00Z,327,38,Point,-97.8805,38.1849
TVS,21,KICT,55,G0,2024-07-04T06:07:00Z,358,43,Point,-97.4748,38.3709
TVS,30,KICH,63,Q1,2024-07-04T06:22:23Z,330,33,Point,-97.7849,37.9833
TVS,49,KICT,77,L9,2024-07-04T06:37:54Z,19,24,Point,-97.2782,38.0325
TVS,36,KICH,81,S3,2024-07-04T06:43:32Z,20,37,Point,-97.1698,38.0868
TVS,30,KMCI,86,K4,2024-07-04T07:06:38Z,179,46,Point,-94.7249,38.7318
TVS,46,KVNX,73,B9,2024-07-04T07:14:13Z,64,25,Point,-97.6609,36.923
TVS,50,KVNX,77,D6,2024-07-04T07:19:08Z,61,25,Point,-97.6733,36.9424
TVS,25,KMCI,72,F9,2024-07-04T07:21:28Z,210,47,Point,-95.2432,38.819
TVS,29,KMCI,83,J3,2024-07-04T07:24:38Z,220,44,Point,-95.3462,38.9352
TVS,34,KMCI,101,N9,2024-07-04T07:24:38Z,207,45,Point,-95.1778,38.8294
TVS,24,KMCI,71,B0,2024-07-04T07:27:28Z,171,47,Point,-94.5854,38.7246
TVS,41,KMCI,121,G1,2024-07-04T07:27:28Z,204,46,Point,-95.1409,38.7974
TVS,38,KMCI,102,I2,2024-07-04T07:30:38Z,203,45,Point,-95.1169,38.8075
TVS,27,KMCI,72,I2,2024-07-04T07:30:38Z,208,43,Point,-95.1728,38.8649
TVS,40,KMCI,107,U3,2024-07-04T07:33:28Z,205,44,Point,-95.1387,38.8332
TVS,28,KMCI,84,A4,2024-07-04T07:36:38Z,230,46,Point,-95.4955,39.0034
TVS,32,KMCI,93,B4,2024-07-04T07:42:38Z,155,48,Point,-94.3097,38.7726
TVS,34,KMCI,88,I2,2024-07-04T07:42:38Z,200,42,Point,-95.0484,38.8403
TVS,27,KMCI,73,X7,2024-07-04T07:45:28Z,159,44,Point,-94.4057,38.8133
TVS,23,KMCI,63,G2,2024-07-04T07:45:28Z,243,45,Point,-95.6012,39.1551
TVS,32,KMCI,84,U5,2024-07-04T07:51:28Z,164,42,Point,-94.4951,38.8253
TVS,29,KMCI,83,N6,2024-07-04T07:54:38Z,154,45,Point,-94.3213,38.8236
TVS,35,KMCI,101,C8,2024-07-04T07:57:28Z,165,46,Point,-94.4883,38.7576
TVS,42,KMCI,110,X6,2024-07-04T08:09:28Z,187,42,Point,-94.8511,38.8036
TVS,26,KMCI,72,S1,2024-07-04T08:09:28Z,198,44,Point,-95.0319,38.8006
TVS,30,KMCI,75,S1,2024-07-04T08:21:28Z,180,40,Point,-94.742,38.8318
TVS,45,KMCI,117,Q1,2024-07-04T08:24:38Z,184,41,Point,-94.803,38.8168
TVS,46,KMCI,113,Q1,2024-07-04T08:24:38Z,179,41,Point,-94.7267,38.8152
TVS,33,KMCI,86,Q1,2024-07-04T08:27:28Z,183,42,Point,-94.7889,38.7994
TVS,43,KMCI,123,Y0,2024-07-04T08:30:38Z,178,45,Point,-94.7085,38.7489
TVS,34,KMCI,84,H5,2024-07-04T08:30:38Z,175,39,Point,-94.6695,38.8509
TVS,49,KMCI,132,Y0,2024-07-04T08:33:28Z,176,45,Point,-94.6751,38.7502
TVS,34,KMCI,94,Y0,2024-07-04T08:36:38Z,181,44,Point,-94.7584,38.7652
TVS,20,KMCI,56,P6,2024-07-04T08:36:38Z,206,44,Point,-95.1535,38.8386
TVS,48,KMCI,117,V6,2024-07-04T08:36:38Z,170,39,Point,-94.5975,38.8583
TVS,46,KMCI,120,V6,2024-07-04T08:39:28Z,172,42,Point,-94.6174,38.8052
TVS,33,KMCI,84,V6,2024-07-04T08:39:28Z,171,40,Point,-94.6085,38.8399
TVS,48,KMCI,117,V6,2024-07-04T08:39:28Z,171,39,Point,-94.6118,38.8564
TVS,31,KMCI,86,P6,2024-07-04T08:42:38Z,203,44,Point,-95.1087,38.8228
TVS,51,KMCI,120,U5,2024-07-04T08:42:38Z,169,37,Point,-94.5913,38.8931
TVS,32,KMCI,84,N2,2024-07-04T08:42:38Z,133,44,Point,-94.054,38.9964
TVS,53,KMCI,121,U5,2024-07-04T08:42:38Z,169,36,Point,-94.5953,38.9095
TVS,37,KMCI,98,Y0,2024-07-04T08:42:38Z,177,44,Point,-94.6929,38.7661
TVS,48,KMCI,129,L7,2024-07-04T08:48:38Z,169,44,Point,-94.5631,38.7784
TVS,46,KMCI,108,V4,2024-07-04T08:48:38Z,202,38,Point,-95.046,38.9109
TVS,45,KMCI,109,P6,2024-07-04T08:48:38Z,202,39,Point,-95.0539,38.8954
TVS,37,KMCI,85,U5,2024-07-04T08:48:38Z,165,37,Point,-94.5375,38.9027
TVS,48,KMCI,122,L7,2024-07-04T08:48:38Z,165,39,Point,-94.5266,38.8705
TVS,33,KMCI,91,G3,2024-07-04T08:54:38Z,171,44,Point,-94.5953,38.774
TVS,47,KMCI,115,G3,2024-07-04T08:54:38Z,162,39,Point,-94.4848,38.88
TVS,46,KMCI,94,U5,2024-07-04T08:54:38Z,161,33,Point,-94.5124,38.9783
TVS,29,KMCI,81,G3,2024-07-04T08:54:38Z,168,44,Point,-94.547,38.781
TVS,46,KMCI,110,Q7,2024-07-04T08:54:38Z,198,38,Point,-94.9927,38.8959
TVS,35,KMCI,80,G3,2024-07-04T08:54:38Z,161,37,Point,-94.4847,38.9152
TVS,41,KMCI,103,G3,2024-07-04T08:54:38Z,161,41,Point,-94.4572,38.852
TVS,29,KMCI,83,G3,2024-07-04T08:57:28Z,165,44,Point,-94.4992,38.7898
TVS,33,KMCI,80,Q7,2024-07-04T08:57:28Z,196,38,Point,-94.9656,38.8895
TVS,44,KMCI,115,G3,2024-07-04T09:00:38Z,155,40,Point,-94.3811,38.8938
TVS,34,KMCI,94,N5,2024-07-04T09:00:38Z,160,44,Point,-94.4211,38.8089
TVS,35,KMCI,92,W0,2024-07-04T09:03:28Z,147,44,Point,-94.2305,38.8824
TVS,44,KMCI,113,W0,2024-07-04T09:03:28Z,143,41,Point,-94.2148,38.9516
TVS,37,KMCI,92,G8,2024-07-04T09:06:38Z,139,41,Point,-94.167,38.9815
TVS,36,KMCI,93,G8,2024-07-04T09:06:38Z,144,44,Point,-94.1898,38.9039
TVS,39,KMCI,98,G3,2024-07-04T09:06:38Z,151,43,Point,-94.2971,38.8708
TVS,39,KMCI,100,C6,2024-07-04T09:12:38Z,143,40,Point,-94.2275,38.965
TVS,29,KMCI,71,S9,2024-07-04T09:12:38Z,132,40,Point,-94.106,39.0508
TVS,31,KMCI,81,C6,2024-07-04T09:12:38Z,144,42,Point,-94.2147,38.931
TVS,27,KMCI,80,F6,2024-07-04T09:12:38Z,159,47,Point,-94.3831,38.7666
TVS,31,KMCI,85,S9,2024-07-04T09:15:28Z,137,45,Point,-94.0863,38.9482
TVS,31,KMCI,83,S9,2024-07-04T09:15:28Z,135,43,Point,-94.092,38.99
TVS,31,KMCI,89,M9,2024-07-04T09:18:37Z,150,47,Point,-94.2408,38.819
TVS,34,KMCI,95,U5,2024-07-04T09:18:37Z,139,46,Point,-94.0975,38.9181
TVS,29,KMCI,78,M9,2024-07-04T09:18:37Z,148,43,Point,-94.2555,38.8897
TVS,29,KMCI,86,U5,2024-07-04T09:24:37Z,138,47,Point,-94.0704,38.9145
TVS,31,KMCI,92,E5,2024-07-04T09:30:37Z,137,47,Point,-94.0574,38.9236
TVS,33,KMCI,86,E5,2024-07-04T09:30:37Z,135,44,Point,-94.077,38.9781
TVS,32,KMCI,92,U5,2024-07-04T09:36:37Z,119,46,Point,-93.8802,39.1238
TVS,29,PKSG,71,N9,2024-07-04T14:05:45Z,228,39,Point,126.6837,36.77
TVS,28,PKSG,62,N9,2024-07-04T14:17:51Z,222,34,Point,126.8129,36.7845
TVS,24,PKSG,55,I0,2024-07-04T14:30:02Z,49,37,Point,127.8708,37.6106
TVS,20,PKSG,49,U0,2024-07-04T14:36:11Z,253,38,Point,126.5286,37.0192
TVS,20,PKSG,50,A0,2024-07-04T14:48:29Z,250,39,Point,126.5226,36.982
TVS,27,PKSG,79,X0,2024-07-04T15:19:13Z,12,49,Point,127.4998,38.0065
TVS,64,PKSG,88,E9,2024-07-04T15:49:58Z,32,22,Point,127.5293,37.518
TVS,22,PKJK,50,P5,2024-07-04T16:49:34Z,71,36,Point,127.3223,36.1176
TVS,37,PKSG,60,P5,2024-07-04T16:54:41Z,36,26,Point,127.6054,37.5575
TVS,46,PKSG,76,N6,2024-07-04T17:04:00Z,36,26,Point,127.6054,37.5575
TVS,71,KMSY,74,S8,2024-07-04T18:03:46Z,17,16,Point,-90.3129,30.2776
TVS,27,KCVG,71,D8,2024-07-04T18:10:36Z,221,42,Point,-85.164,38.3678
TVS,70,KMSY,89,G1,2024-07-04T18:39:45Z,217,20,Point,-90.6335,29.755
TVS,38,KMSY,87,S2,2024-07-04T19:15:45Z,218,37,Point,-90.8383,29.5342
TVS,34,KCVG,77,U8,2024-07-04T19:22:32Z,172,37,Point,-84.471,38.2867
TVS,40,KCVG,95,G9,2024-07-04T19:34:31Z,162,38,Point,-84.3314,38.2949
TVS,24,KMSP,70,X9,2024-07-04T19:55:55Z,213,46,Point,-93.5138,44.2266
TVS,39,KMSP,108,X9,2024-07-04T20:01:55Z,211,45,Point,-93.4703,44.2269
TVS,30,KLVE,86,A0,2024-07-04T20:02:38Z,200,46,Point,-82.3521,40.5687
TVS,36,KMSP,102,X9,2024-07-04T20:04:46Z,209,43,Point,-93.4164,44.2433
TVS,35,KMSP,90,X9,2024-07-04T20:28:45Z,195,40,Point,-93.173,44.2269
TVS,32,KJKL,54,Q1,2024-07-04T20:29:34Z,2,27,Point,-83.2931,38.0412
TVS,25,KMSP,67,N6,2024-07-04T20:31:55Z,197,43,Point,-93.2242,44.1854
TVS,39,KADW,78,M0,2024-07-04T20:37:08Z,229,31,Point,-77.3408,38.3547
TVS,35,KMSP,87,X9,2024-07-04T20:37:55Z,193,40,Point,-93.1416,44.2213
TVS,36,KLVE,90,L0,2024-07-04T20:53:47Z,171,40,Point,-81.871,40.6311
TVS,34,KMSP,101,H0,2024-07-04T22:07:54Z,126,46,Point,-92.0675,44.4171
TVS,28,KMSP,84,H0,2024-07-04T22:13:54Z,123,48,Point,-91.9965,44.4315
TVS,33,KMSP,93,T3,2024-07-04T22:19:54Z,122,45,Point,-92.0446,44.4702
TVS,32,KPIT,94,V6,2024-07-04T22:38:58Z,250,46,Point,-81.4269,40.2348
TVS,28,KTLX,92,B3,2024-07-04T23:03:36Z,140,52,Point,-96.6026,34.6662
TVS,40,KDAY,86,G1,2024-07-04T23:17:27Z,317,33,Point,-84.6142,40.4234
TVS,45,KTUL,84,O0,2024-07-05T00:01:06Z,189,30,Point,-95.9219,35.5765
TVS,28,KPHL,81,H0,2024-07-05T00:02:22Z,323,44,Point,-75.6489,40.5336
TVS,32,KPHL,83,I0,2024-07-05T00:20:22Z,319,40,Point,-75.643,40.451
TVS,26,KPHL,72,H0,2024-07-05T00:20:22Z,334,43,Point,-75.4824,40.5928
TVS,48,KTUL,76,W2,2024-07-05T00:27:56Z,86,26,Point,-95.2925,36.1001
TVS,84,KCVG,96,A1,2024-07-05T00:34:24Z,336,18,Point,-84.7369,39.1722
TVS,134,TJUA,61,X2,2024-07-05T00:39:59Z,10,7,Point,-66.0567,18.2313
TVS,44,KPHL,99,H0,2024-07-05T00:58:11Z,357,36,Point,-75.1112,40.5485
TVS,30,KPHL,87,E1,2024-07-05T01:01:01Z,360,46,Point,-75.07,40.7161
TVS,29,KPHL,83,H1,2024-07-05T01:04:10Z,360,45,Point,-75.07,40.6994
TVS,42,TSJU,87,D2,2024-07-05T01:10:15Z,226,34,Point,-66.6079,18.0784
TVS,24,KARX,66,P9,2024-07-05T01:21:17Z,166,44,Point,-90.9488,43.1112
TVS,39,TSJU,82,S2,2024-07-05T01:40:14Z,200,33,Point,-66.3773,17.9551
TVS,20,KARX,54,I1,2024-07-05T01:55:52Z,141,44,Point,-90.5594,43.2513
TVS,80,KFDR,131,U2,2024-07-05T02:48:10Z,46,26,Point,-98.5991,34.6629
TVS,35,KPIT,78,Y6,2024-07-05T03:30:03Z,322,35,Point,-80.9601,40.9599
TVS,43,KPIT,90,N9,2024-07-05T03:36:03Z,318,32,Point,-80.9567,40.8966
TVS,41,KPIT,84,W2,2024-07-05T03:44:53Z,325,32,Point,-80.8897,40.9374
TVS,27,KDFW,78,M0,2024-07-05T06:50:37Z,358,46,Point,-96.9501,33.8325
TVS,26,KNQA,87,R2,2024-07-05T08:00:05Z,349,51,Point,-90.0734,36.1804
TVS,37,KNQA,73,L4,2024-07-05T08:21:06Z,354,31,Point,-89.9394,35.8595
TVS,47,KNQA,73,E4,2024-07-05T08:36:53Z,5,24,Point,-89.8302,35.744
TVS,30,TSJU,84,R0,2024-07-05T08:41:48Z,47,44,Point,-65.614,18.9752
TVS,31,TSJU,84,W0,2024-07-05T08:59:47Z,53,43,Point,-65.5762,18.906
TVS,61,KMKE,94,M7,2024-07-05T09:48:51Z,144,25,Point,-87.715,42.4814
TVS,57,KMKE,88,M7,2024-07-05T09:52:01Z,143,24,Point,-87.7205,42.499
TVS,44,KMKE,86,S9,2024-07-05T10:16:00Z,116,31,Point,-87.4172,42.5907
TVS,18,KHTX,53,Y7,2024-07-05T14:33:09Z,15,48,Point,-85.8297,35.7046
TVS,21,KTLX,67,B9,2024-07-05T15:27:39Z,226,51,Point,-98.02,34.7394
TVS,31,TSJU,86,Q5,2024-07-05T15:59:24Z,75,44,Point,-65.4338,18.663
TVS,29,TSJU,81,Q5,2024-07-05T15:59:24Z,70,44,Point,-65.4538,18.7244
TVS,30,TSJU,84,Q5,2024-07-05T16:02:14Z,76,45,Point,-65.4135,18.6546
TVS,31,TSJU,87,A7,2024-07-05T16:05:24Z,80,45,Point,-65.4022,18.6031
TVS,35,TSJU,98,Q5,2024-07-05T16:11:23Z,72,47,Point,-65.395,18.7154
TVS,31,TSJU,90,J8,2024-07-05T16:38:12Z,41,48,Point,-65.6258,19.0792
TVS,32,TSJU,89,U8,2024-07-05T16:41:22Z,45,47,Point,-65.5953,19.0291
TVS,31,TSJU,90,D9,2024-07-05T17:05:20Z,68,47,Point,-65.4145,18.767
TVS,37,KDAL,72,Q2,2024-07-05T17:28:29Z,191,32,Point,-97.0882,32.4014
TVS,30,KATL,85,X3,2024-07-05T18:02:19Z,300,44,Point,-85.0261,34.0119
TVS,309,TJUA,138,H4,2024-07-05T18:02:36Z,12,7,Point,-66.0525,18.2305
TVS,27,KATL,64,G4,2024-07-05T18:17:09Z,312,37,Point,-84.8137,34.0591
TVS,35,KATL,87,P3,2024-07-05T18:23:09Z,313,39,Point,-84.8345,34.0897
TVS,24,KDFW,71,E6,2024-07-05T18:31:43Z,183,47,Point,-96.9664,32.2813
TVS,565,KIND,129,H7,2024-07-05T18:35:36Z,259,4,Point,-86.3648,39.6952
TVS,43,KDFW,90,P5,2024-07-05T18:37:43Z,281,33,Point,-97.5613,33.1685
TVS,54,TSJU,95,T2,2024-07-05T18:59:14Z,263,30,Point,-66.702,18.4121
TVS,40,TSJU,92,H6,2024-07-05T19:17:13Z,267,37,Point,-66.8279,18.4405
TVS,31,KMSY,87,G6,2024-07-05T19:45:21Z,25,45,Point,-90.0353,30.7027
TVS,26,KMSY,75,G6,2024-07-05T19:48:30Z,25,45,Point,-90.0353,30.7027
TVS,25,KMSY,71,G6,2024-07-05T19:51:20Z,26,45,Point,-90.0216,30.697
TVS,28,KMSY,83,G6,2024-07-05T19:54:30Z,27,46,Point,-89.9992,30.706
TVS,33,KMSY,96,G6,2024-07-05T20:00:30Z,28,47,Point,-89.9763,30.7145
TVS,304,TJUA,135,A8,2024-07-05T20:01:13Z,12,6,Point,-66.0562,18.2142
TVS,29,KMKE,85,P1,2024-07-05T20:33:36Z,27,46,Point,-87.5677,43.5012
TVS,33,TSJU,80,P9,2024-07-05T20:37:59Z,157,37,Point,-65.9273,17.904
TVS,24,KPUX,64,F6,2024-07-05T20:42:50Z,298,42,Point,-104.9716,38.7863
TVS,28,KATL,81,D3,2024-07-05T21:02:16Z,117,46,Point,-83.4469,33.2956
TVS,30,KDAL,85,E2,2024-07-05T21:04:25Z,199,45,Point,-97.2558,32.2152
TVS,89,KATL,92,E2,2024-07-05T21:20:15Z,198,16,Point,-84.3604,33.3929
TVS,27,KDAL,80,U3,2024-07-05T21:22:24Z,199,48,Point,-97.2749,32.1678
TVS,47,KMSY,91,R1,2024-07-05T21:57:19Z,74,30,Point,-89.8485,30.159
TVS,30,KDAL,87,X2,2024-07-05T21:58:24Z,137,46,Point,-96.3506,32.3627
TVS,15,KFWS,52,W8,2024-07-05T21:59:05Z,167,54,Point,-97.0657,31.6941
TVS,43,KMSY,85,R1,2024-07-05T22:03:19Z,73,31,Point,-89.8329,30.1722
TVS,19,KPOE,60,B8,2024-07-05T22:11:32Z,21,50,Point,-92.625,31.9341
TVS,19,KGRK,53,K1,2024-07-05T22:20:48Z,358,46,Point,-97.4143,31.4898
TVS,25,KATL,72,M7,2024-07-05T22:41:04Z,177,46,Point,-84.2144,32.88
TVS,77,KEWR,92,V1,2024-07-05T22:47:12Z,321,21,Point,-74.5604,40.8658
TVS,68,KMSY,80,Z5,2024-07-05T23:06:27Z,50,20,Point,-90.1082,30.2364
TVS,46,KMSY,87,V3,2024-07-05T23:12:27Z,255,31,Point,-90.9772,29.8867
TVS,41,KMSY,75,U3,2024-07-05T23:42:27Z,292,28,Point,-90.9024,30.1963
TVS,32,KMSY,87,T7,2024-07-05T23:54:27Z,284,43,Point,-91.2055,30.1933
TVS,28,KDTW,84,L0,2024-07-06T00:17:02Z,342,47,Point,-83.8441,42.8557
TVS,26,KDTW,78,A0,2024-07-06T00:23:02Z,344,48,Point,-83.8149,42.8798
TVS,24,KDTW,71,A0,2024-07-06T00:26:12Z,346,46,Point,-83.7672,42.8548
TVS,30,KBGM,49,T7,2024-07-06T00:41:32Z,248,26,Point,-76.5243,42.0364
TVS,43,KMSY,87,R0,2024-07-06T01:27:16Z,125,33,Point,-89.8856,29.7048
TVS,22,KHDX,71,I6,2024-07-06T01:34:39Z,98,50,Point,-105.1391,32.957
TVS,42,KMSY,83,F0,2024-07-06T01:36:25Z,174,32,Point,-90.3391,29.4903
TVS,41,KMSY,88,V0,2024-07-06T02:00:25Z,115,34,Point,-89.8127,29.7806
TVS,21,KLCH,76,T2,2024-07-06T02:04:37Z,9,57,Point,-93.043,31.0653
TVS,38,KMSY,83,V0,2024-07-06T02:06:25Z,116,35,Point,-89.8005,29.7643
TVS,33,KATL,97,X0,2024-07-06T02:39:45Z,148,46,Point,-83.7789,32.9947
TVS,29,KATL,86,X0,2024-07-06T02:45:45Z,146,46,Point,-83.7521,33.0092
TVS,27,KATL,77,P5,2024-07-06T04:27:43Z,103,46,Point,-83.3688,33.471
TVS,29,KATL,88,P5,2024-07-06T04:48:33Z,102,46,Point,-83.3652,33.4841
TVS,25,KEWR,64,Y2,2024-07-06T09:15:45Z,325,41,Point,-74.7889,41.1529
TVS,32,KJFK,90,X2,2024-07-06T09:57:31Z,358,44,Point,-73.914,41.3222
TVS,54,KPHL,86,D0,2024-07-06T16:31:21Z,63,25,Point,-74.5859,40.1373
TVS,26,KPHL,71,A0,2024-07-06T16:55:20Z,47,43,Point,-74.3835,40.436
TVS,29,KHOU,86,M1,2024-07-06T18:06:51Z,77,47,Point,-94.3656,29.6897
TVS,31,KPHL,86,O0,2024-07-06T18:10:28Z,73,44,Point,-74.1551,40.1599
TVS,38,KPHL,94,T0,2024-07-06T18:16:28Z,77,39,Point,-74.2446,40.0924
TVS,42,KEWR,85,W0,2024-07-06T18:17:49Z,177,33,Point,-74.2325,40.0444
TVS,33,KPHL,89,T0,2024-07-06T18:22:28Z,74,43,Point,-74.1715,40.1432
TVS,33,KPHL,86,T0,2024-07-06T18:22:28Z,78,43,Point,-74.1564,40.0945
TVS,19,KUEX,63,X2,2024-07-06T18:23:14Z,289,52,Point,-99.5179,40.5983
TVS,23,KUEX,76,X2,2024-07-06T18:29:32Z,289,53,Point,-99.5387,40.6036
TVS,27,KUEX,92,X2,2024-07-06T18:29:32Z,290,51,Point,-99.4909,40.6071
TVS,30,KPHL,86,T0,2024-07-06T18:34:27Z,78,46,Point,-74.0925,40.1044
TVS,35,KUEX,108,X2,2024-07-06T18:36:04Z,290,51,Point,-99.4909,40.6071
TVS,33,KHOU,80,M1,2024-07-06T18:36:50Z,56,38,Point,-94.638,29.8696
TVS,33,KPHL,96,T0,2024-07-06T18:37:17Z,79,46,Point,-74.0892,40.0912
TVS,45,KPHL,121,T0,2024-07-06T18:37:17Z,83,44,Point,-74.1222,40.0346
TVS,31,KEWR,70,W0,2024-07-06T18:38:58Z,170,34,Point,-74.1419,40.0355
TVS,41,KPHL,114,T0,2024-07-06T18:40:12Z,82,43,Point,-74.1457,40.0451
TVS,30,KUEX,89,X2,2024-07-06T18:42:37Z,290,49,Point,-99.4496,40.5961
TVS,21,KUEX,60,X2,2024-07-06T18:42:37Z,290,47,Point,-99.4083,40.585
TVS,31,KATL,86,R1,2024-07-06T18:46:10Z,263,46,Point,-85.1726,33.5501
TVS,30,KUEX,85,X2,2024-07-06T18:49:09Z,291,45,Point,-99.3612,40.5863
TVS,31,KPHL,87,T0,2024-07-06T18:52:11Z,85,45,Point,-74.0975,40.0103
TVS,30,KUEX,81,X2,2024-07-06T18:55:41Z,291,43,Point,-99.3202,40.5747
TVS,39,KUEX,96,X2,2024-07-06T19:02:13Z,292,40,Point,-99.2532,40.568
TVS,18,KHDX,54,B0,2024-07-06T19:04:56Z,54,48,Point,-105.3455,33.5457
TVS,41,KATL,101,P1,2024-07-06T19:07:19Z,268,39,Point,-85.04,33.6218
TVS,51,KATL,94,F1,2024-07-06T19:07:19Z,282,30,Point,-84.8486,33.7497
TVS,41,KUEX,95,X2,2024-07-06T19:08:45Z,293,39,Point,-99.2273,40.5725
TVS,27,KIAH,75,Z1,2024-07-06T19:10:03Z,105,45,Point,-94.7337,29.8678
TVS,31,KATL,79,P1,2024-07-06T19:10:09Z,272,40,Point,-85.0604,33.6677
TVS,32,KIAH,86,Z1,2024-07-06T19:12:54Z,104,44,Point,-94.7483,29.8846
TVS,40,KUEX,87,X2,2024-07-06T19:15:17Z,292,35,Point,-99.1515,40.5375
TVS,41,KHOU,90,S4,2024-07-06T19:15:58Z,304,35,Point,-95.7981,29.8418
TVS,53,KATL,96,K3,2024-07-06T19:19:19Z,283,29,Point,-84.8269,33.7546
TVS,34,KATL,88,P1,2024-07-06T19:19:19Z,267,41,Point,-85.0792,33.6085
TVS,50,KUEX,98,X2,2024-07-06T19:21:49Z,293,33,Point,-99.1061,40.5341
TVS,35,KATL,86,P1,2024-07-06T19:25:19Z,269,40,Point,-85.0605,33.6328
TVS,56,KUEX,103,X2,2024-07-06T19:28:20Z,295,30,Point,-99.0364,40.5309
