CELL_TYPE,MAX_SHEAR,WSR_ID,MXDV,CELL_ID,ZTIME,AZIMUTH,RANGE,type,longitude,latitude
TVS,22,KGLD,80,H3,2024-07-01T05:04:17Z,232,58,Point,-102.6741,38.7673
TVS,20,KGLD,67,H3,2024-07-01T05:14:59Z,231,54,Point,-102.5947,38.7967
TVS,17,KGLD,56,H3,2024-07-01T05:25:41Z,231,53,Point,-102.5783,38.8073
TVS,20,KGLD,63,H3,2024-07-01T05:36:23Z,230,50,Point,-102.517,38.828
TVS,16,KGLD,54,H3,2024-07-01T05:36:23Z,235,53,Point,-102.6264,38.8562
TVS,19,KDEN,53,O2,2024-07-01T05:42:38Z,155,45,Point,-104.1191,39.046
TVS,25,KPUX,71,M9,2024-07-01T06:01:54Z,300,46,Point,-105.0309,38.8406
TVS,32,KDEN,88,A2,2024-07-01T06:06:36Z,136,44,Point,-103.8706,39.1972
TVS,22,KGLD,66,H3,2024-07-01T06:08:20Z,231,45,Point,-102.4466,38.8922
TVS,132,KMTX,81,T4,2024-07-01T10:22:33Z,264,8,Point,-112.6238,41.2489
TVS,18,KFSX,58,S5,2024-07-01T12:07:10Z,68,51,Point,-110.2398,34.8892
TVS,24,KMCI,70,N1,2024-07-01T14:26:11Z,221,47,Point,-95.4004,38.9055
TVS,38,KMCI,111,N1,2024-07-01T14:32:11Z,221,46,Point,-95.3865,38.9181
TVS,32,KMCI,90,W1,2024-07-01T15:24:18Z,201,44,Point,-95.0783,38.8133
TVS,36,KMCI,100,W1,2024-07-01T15:27:09Z,198,46,Point,-95.0449,38.7689
TVS,43,KMCI,88,Z8,2024-07-01T16:48:18Z,188,32,Point,-94.8372,38.9704
TVS,47,KMCI,100,G3,2024-07-01T16:54:18Z,185,33,Point,-94.8035,38.9507
TVS,41,KMCI,87,Z8,2024-07-01T17:03:08Z,176,34,Point,-94.6913,38.9333
TVS,23,KBIS,53,I8,2024-07-01T21:27:32Z,298,39,Point,-101.5998,47.0729
TVS,65,KUDX,115,Z5,2024-07-01T21:30:39Z,139,28,Point,-102.4074,43.772
TVS,38,KMSY,82,E0,2024-07-01T21:37:56Z,66,34,Point,-89.8052,30.2516
TVS,24,KRIW,77,U3,2024-07-01T21:38:04Z,25,51,Point,-107.9807,43.8353
TVS,31,KBIS,66,I8,2024-07-01T21:40:10Z,311,34,Point,-101.3866,47.1408
TVS,44,KMSY,94,E0,2024-07-01T21:40:46Z,66,33,Point,-89.8228,30.2449
TVS,23,KRIW,76,U3,2024-07-01T21:47:05Z,29,53,Point,-107.8853,43.8371
TVS,23,KRIW,77,U3,2024-07-01T21:51:20Z,30,51,Point,-107.8901,43.8007
TVS,41,KMSY,84,E0,2024-07-01T21:52:46Z,65,32,Point,-89.8449,30.2467
TVS,45,KBIS,88,I8,2024-07-01T21:53:56Z,333,32,Point,-101.1154,47.2454
TVS,19,KUDX,52,Z5,2024-07-01T22:06:00Z,118,44,Point,-101.9361,43.7772
TVS,59,KMSY,97,E0,2024-07-01T22:07:56Z,61,27,Point,-89.9486,30.2399
TVS,130,KUDX,125,G6,2024-07-01T22:11:57Z,263,15,Point,-103.1744,44.094
TVS,25,KGLD,82,X0,2024-07-01T22:14:47Z,15,52,Point,-101.4072,40.2043
TVS,58,KMSY,96,E0,2024-07-01T22:16:46Z,67,27,Point,-89.9249,30.1974
TVS,22,KGLD,75,X0,2024-07-01T22:22:12Z,18,53,Point,-101.3437,40.2071
TVS,29,KMSY,87,C1,2024-07-01T22:37:55Z,309,48,Point,-91.1229,30.5246
TVS,24,KUEX,76,L0,2024-07-01T23:21:40Z,271,51,Point,-99.5535,40.3305
TVS,36,KABX,86,Z0,2024-07-01T23:25:51Z,56,39,Point,-106.1638,35.5122
TVS,67,KABX,86,D6,2024-07-01T23:25:51Z,51,20,Point,-106.5072,35.3597
TVS,22,KUEX,65,H5,2024-07-01T23:28:35Z,273,47,Point,-99.4655,40.3575
TVS,49,KMSY,92,F3,2024-07-01T23:28:45Z,287,31,Point,-90.9731,30.1722
TVS,97,KMSY,81,E0,2024-07-01T23:28:45Z,118,12,Point,-90.1997,29.9277
TVS,38,KMSY,80,T2,2024-07-01T23:40:45Z,338,34,Point,-90.6489,30.5483
TVS,37,KABX,66,D6,2024-07-01T23:52:09Z,51,29,Point,-106.3642,35.4537
TVS,25,KUEX,53,L0,2024-07-01T23:55:30Z,290,35,Point,-99.1609,40.5184
TVS,39,KUEX,86,L0,2024-07-01T23:55:30Z,280,37,Point,-99.2373,40.4254
TVS,68,KMCI,134,O5,2024-07-02T00:02:45Z,209,32,Point,-95.0739,39.0317
TVS,38,KMSY,87,F4,2024-07-02T00:04:44Z,265,37,Point,-91.1104,29.9662
TVS,29,KUEX,54,L0,2024-07-02T00:09:06Z,285,30,Point,-99.0747,40.4488
TVS,35,KMSY,94,P4,2024-07-02T00:22:44Z,274,44,Point,-91.2462,30.0706
TVS,36,KUEX,60,L0,2024-07-02T00:22:52Z,296,27,Point,-98.9724,40.5172
TVS,28,KMSY,74,P4,2024-07-02T00:25:54Z,274,41,Point,-91.1887,30.0674
TVS,22,KUEX,58,E8,2024-07-02T00:35:30Z,339,42,Point,-98.7732,40.9744
TVS,34,KMSY,93,P4,2024-07-02T00:37:54Z,275,44,Point,-91.2452,30.0834
TVS,26,KMSY,72,B5,2024-07-02T00:43:53Z,266,44,Point,-91.2454,29.968
TVS,29,KMSY,79,F5,2024-07-02T00:52:44Z,275,43,Point,-91.226,30.082
TVS,21,KUEX,56,E8,2024-07-02T01:01:11Z,357,44,Point,-98.4927,41.0537
TVS,37,KMSY,90,Z4,2024-07-02T01:01:53Z,239,39,Point,-91.0427,29.6849
TVS,25,KMSY,72,D5,2024-07-02T01:01:53Z,252,46,Point,-91.241,29.7819
TVS,36,KMSY,86,Z4,2024-07-02T01:07:53Z,239,39,Point,-91.0427,29.6849
TVS,30,KMSY,86,D5,2024-07-02T01:10:43Z,250,47,Point,-91.2488,29.7507
TVS,60,KMSX,129,H7,2024-07-02T01:19:35Z,189,35,Point,-114.118,46.4651
TVS,34,KMSY,97,M5,2024-07-02T01:22:43Z,239,47,Point,-91.1734,29.6154
TVS,17,KUEX,54,E8,2024-07-02T01:29:13Z,28,51,Point,-97.9144,41.0707
TVS,33,KUEX,94,F7,2024-07-02T03:04:53Z,71,45,Point,-97.5114,40.5616
TVS,29,KUEX,86,F7,2024-07-02T03:11:05Z,69,48,Point,-97.4613,40.6037
TVS,25,KUEX,80,F7,2024-07-02T03:17:17Z,72,49,Point,-97.4226,40.569
TVS,24,KUEX,77,W6,2024-07-02T03:41:10Z,78,50,Point,-97.3735,40.4894
TVS,32,KUEX,106,W6,2024-07-02T03:46:38Z,74,51,Point,-97.3699,40.5505
TVS,19,KUEX,65,W6,2024-07-02T03:52:06Z,74,53,Point,-97.3277,40.5593
TVS,17,KOAX,56,A7,2024-07-02T04:17:36Z,221,53,Point,-97.1285,40.6505
TVS,15,KOAX,51,S9,2024-07-02T04:17:36Z,216,54,Point,-97.0614,40.5894
TVS,26,KOAX,86,A7,2024-07-02T04:23:47Z,214,52,Point,-97.0033,40.5994
TVS,27,KOAX,83,A7,2024-07-02T04:23:47Z,214,48,Point,-96.9548,40.6549
TVS,28,KOAX,84,A7,2024-07-02T04:29:56Z,214,47,Point,-96.9427,40.6688
TVS,19,KOAX,60,A7,2024-07-02T04:29:56Z,212,50,Point,-96.9469,40.6115
TVS,31,KOAX,87,A7,2024-07-02T04:36:07Z,212,45,Point,-96.8895,40.6825
TVS,40,KOAX,107,A7,2024-07-02T04:42:18Z,207,42,Point,-96.7848,40.6952
TVS,41,KOAX,111,A7,2024-07-02T04:42:18Z,208,43,Point,-96.8093,40.6861
TVS,31,KOAX,78,A7,2024-07-02T04:48:30Z,204,40,Point,-96.7236,40.7101
TVS,31,KOAX,79,A7,2024-07-02T04:48:30Z,207,41,Point,-96.775,40.7101
TVS,34,KOAX,82,A7,2024-07-02T04:54:39Z,201,38,Point,-96.6656,40.7281
TVS,30,KOAX,71,I3,2024-07-02T05:13:00Z,244,40,Point,-97.1588,41.0249
TVS,38,KOAX,71,X9,2024-07-02T05:37:42Z,169,30,Point,-96.2413,40.8289
TVS,37,KOAX,75,I6,2024-07-02T06:46:47Z,199,32,Point,-96.5957,40.8153
TVS,16,KFTG,52,F2,2024-07-02T09:06:41Z,242,53,Point,-105.5518,39.3666
TVS,34,TSJU,78,U9,2024-07-02T09:32:08Z,125,36,Point,-65.6639,18.1278
TVS,241,TJUA,103,W6,2024-07-02T10:16:46Z,18,7,Point,-66.0401,18.2274
TVS,23,KOAX,79,Z8,2024-07-02T16:25:04Z,206,53,Point,-96.8748,40.5245
TVS,36,KMSY,91,K0,2024-07-02T17:59:43Z,238,41,Point,-91.0682,29.6574
TVS,27,KMSY,73,K0,2024-07-02T18:08:33Z,240,42,Point,-91.099,29.6694
TVS,30,KMSY,82,K0,2024-07-02T18:11:43Z,239,45,Point,-91.1408,29.6328
TVS,29,KMSY,84,K0,2024-07-02T18:20:33Z,243,47,Point,-91.2042,29.6631
TVS,19,KABX,57,Y0,2024-07-02T21:04:59Z,51,48,Point,-106.061,35.6518
TVS,33,KDMX,70,N0,2024-07-02T21:08:11Z,249,33,Point,-94.4068,41.5318
TVS,41,KMCI,121,R0,2024-07-02T21:21:56Z,27,45,Point,-94.2978,40.1669
TVS,45,KMCI,102,W0,2024-07-02T21:48:47Z,12,36,Point,-94.5795,40.0862
TVS,39,KMCI,91,W0,2024-07-02T21:59:55Z,21,37,Point,-94.4541,40.0747
TVS,36,KMCI,88,W0,2024-07-02T21:59:55Z,21,38,Point,-94.4462,40.0903
TVS,39,KMCI,95,W0,2024-07-02T22:02:45Z,25,39,Point,-94.384,40.0879
TVS,58,KMCO,96,A4,2024-07-02T22:46:29Z,254,26,Point,-81.7976,28.2234
TVS,20,KDVN,67,C1,2024-07-02T22:55:48Z,269,53,Point,-91.7583,41.5906
TVS,34,KDVN,96,C1,2024-07-02T22:55:48Z,266,48,Point,-91.6441,41.5513
TVS,30,KDVN,93,C1,2024-07-02T22:55:48Z,271,48,Point,-91.6477,41.621
TVS,113,KMCI,70,V3,2024-07-02T22:59:55Z,14,10,Point,-94.6898,39.6608
TVS,17,KDVN,52,C1,2024-07-02T23:02:16Z,271,50,Point,-91.6921,41.6212
TVS,34,KMCI,98,S2,2024-07-02T23:11:55Z,39,45,Point,-94.127,40.0806
TVS,31,KFLL,87,D5,2024-07-02T23:14:43Z,244,44,Point,-81.0745,25.8188
TVS,24,KDVN,72,M9,2024-07-02T23:21:39Z,322,46,Point,-91.2163,42.2146
TVS,22,KDVN,62,M9,2024-07-02T23:28:08Z,326,44,Point,-91.1329,42.2188
TVS,34,KMCI,96,B5,2024-07-02T23:29:55Z,45,46,Point,-94.0361,40.0394
TVS,17,KEAX,52,B3,2024-07-02T23:41:21Z,281,51,Point,-95.334,38.9674
TVS,20,KDVN,52,M9,2024-07-02T23:47:31Z,341,41,Point,-90.8806,42.2579
TVS,45,KMCI,87,O5,2024-07-02T23:59:54Z,211,32,Point,-95.0946,39.041
TVS,20,KDVN,53,M9,2024-07-03T00:00:28Z,352,42,Point,-90.7123,42.3053
TVS,37,KMCI,72,O5,2024-07-03T00:05:54Z,205,31,Point,-95.0222,39.03
TVS,63,KMCI,121,O5,2024-07-03T00:05:54Z,207,31,Point,-95.0431,39.0379
TVS,54,KMCI,102,O5,2024-07-03T00:08:45Z,202,31,Point,-94.9904,39.0193
TVS,66,KMCI,119,O5,2024-07-03T00:11:54Z,201,27,Point,-94.9491,39.0784
TVS,54,KMCI,86,O5,2024-07-03T00:17:54Z,191,25,Point,-94.8441,39.0896
TVS,77,KMCI,114,O5,2024-07-03T00:23:54Z,189,24,Point,-94.8224,39.1036
TVS,96,KMCI,130,O5,2024-07-03T00:29:54Z,182,22,Point,-94.7584,39.1323
TVS,76,KMCI,96,E9,2024-07-03T00:50:44Z,138,20,Point,-94.4548,39.2507
TVS,84,KMCI,109,O5,2024-07-03T00:53:54Z,138,20,Point,-94.4548,39.2507
TVS,73,KMCI,93,O5,2024-07-03T00:53:54Z,134,20,Point,-94.4332,39.2669
TVS,52,KMCI,82,O5,2024-07-03T01:11:54Z,111,25,Point,-94.2405,39.3485
TVS,40,KMCI,101,N0,2024-07-03T01:20:44Z,173,40,Point,-94.638,38.8367
TVS,39,KMCI,85,O5,2024-07-03T01:23:54Z,110,34,Point,-94.0559,39.303
TVS,31,KMCI,71,H1,2024-07-03T01:26:44Z,169,36,Point,-94.5953,38.9095
TVS,60,KMCI,132,H1,2024-07-03T01:29:54Z,163,35,Point,-94.5234,38.9405
TVS,38,KMCI,95,L3,2024-07-03T01:29:54Z,169,40,Point,-94.5792,38.844
TVS,268,KAMA,99,Z5,2024-07-03T01:32:07Z,135,6,Point,-101.6227,35.1622
TVS,46,KMCI,104,H1,2024-07-03T01:32:44Z,161,36,Point,-94.4916,38.931
TVS,33,KMCI,80,O5,2024-07-03T01:32:44Z,93,39,Point,-93.9037,39.4619
TVS,28,KMCI,71,L3,2024-07-03T01:32:44Z,169,40,Point,-94.5792,38.844
TVS,38,KMCI,91,H1,2024-07-03T01:32:44Z,165,39,Point,-94.5266,38.8705
TVS,38,KMCI,92,D5,2024-07-03T01:35:54Z,163,39,Point,-94.4986,38.8767
TVS,38,KMCI,86,H1,2024-07-03T01:35:54Z,159,36,Point,-94.4664,38.9381
TVS,43,KMCI,84,K5,2024-07-03T01:35:54Z,150,31,Point,-94.4103,39.0507
TVS,50,KMCI,92,K5,2024-07-03T01:38:44Z,144,30,Point,-94.3645,39.0936
TVS,39,KMCI,95,H1,2024-07-03T01:41:54Z,157,38,Point,-94.4249,38.9151
TVS,29,KMCI,78,Q6,2024-07-03T01:41:54Z,89,45,Point,-93.773,39.5081
TVS,46,KMCI,102,H1,2024-07-03T01:41:54Z,153,33,Point,-94.4216,39.0081
TVS,40,KMCI,90,H1,2024-07-03T01:47:54Z,149,36,Point,-94.3456,38.9836
TVS,43,KMCI,107,H1,2024-07-03T01:47:54Z,154,39,Point,-94.3769,38.9138
TVS,44,KMCI,86,K5,2024-07-03T01:47:54Z,133,31,Point,-94.2562,39.1454
TVS,54,KMCI,89,C3,2024-07-03T01:47:54Z,277,26,Point,-95.2981,39.5505
TVS,32,KMCI,89,I8,2024-07-03T01:56:44Z,163,45,Point,-94.4616,38.7809
TVS,37,KMCI,86,H1,2024-07-03T01:59:54Z,144,38,Point,-94.2645,38.9852
TVS,37,KMCI,100,U9,2024-07-03T01:59:54Z,157,44,Point,-94.3753,38.8228
TVS,31,KMCI,79,G9,2024-07-03T01:59:54Z,150,40,Point,-94.3149,38.9204
TVS,30,KMCI,73,K5,2024-07-03T02:02:44Z,122,39,Point,-94.0333,39.1521
TVS,33,KMCI,91,S9,2024-07-03T02:05:54Z,158,44,Point,-94.3905,38.818
TVS,33,KMCI,85,G9,2024-07-03T02:05:54Z,143,40,Point,-94.2275,38.965
TVS,31,KMCI,89,S9,2024-07-03T02:11:54Z,163,47,Point,-94.4492,38.7489
TVS,29,KMCI,82,R0,2024-07-03T02:11:54Z,154,44,Point,-94.3305,38.8386
TVS,39,KMCI,100,R0,2024-07-03T02:11:54Z,150,44,Point,-94.2725,38.8625
TVS,69,KMCI,93,V5,2024-07-03T03:11:53Z,349,22,Point,-94.8329,39.8591
TVS,32,KMCI,89,C9,2024-07-03T03:26:44Z,42,45,Point,-94.0884,40.0549
TVS,42,KMCI,124,H6,2024-07-03T03:35:53Z,57,47,Point,-93.888,39.9228
TVS,30,KMCI,85,S4,2024-07-03T04:23:53Z,149,45,Point,-94.2475,38.8546
TVS,50,KMCI,144,S4,2024-07-03T04:29:53Z,146,45,Point,-94.2049,38.8755
TVS,30,KMCI,87,S4,2024-07-03T04:29:53Z,145,48,Point,-94.1546,38.8417
TVS,32,KMCI,89,F3,2024-07-03T04:44:43Z,207,45,Point,-95.1778,38.8294
TVS,35,KMCI,90,N5,2024-07-03T05:08:43Z,143,41,Point,-94.2148,38.9516
TVS,33,KMCI,80,V6,2024-07-03T05:14:43Z,213,39,Point,-95.1959,38.9526
TVS,35,KMCI,81,V6,2024-07-03T05:20:43Z,209,37,Point,-95.1253,38.9586
TVS,28,KMCI,78,W9,2024-07-03T05:20:43Z,157,45,Point,-94.3671,38.8075
TVS,31,KMCI,86,U0,2024-07-03T05:23:53Z,144,45,Point,-94.1773,38.8904
TVS,30,KMCI,83,U0,2024-07-03T05:26:43Z,151,46,Point,-94.2663,38.8269
TVS,32,KMCI,92,U0,2024-07-03T05:29:53Z,143,47,Point,-94.1383,38.8713
TVS,31,KMCI,87,W9,2024-07-03T05:29:53Z,148,46,Point,-94.2219,38.8471
TVS,28,KMCI,82,W9,2024-07-03T05:41:52Z,141,48,Point,-94.0973,38.875
TVS,28,KPUX,86,G5,2024-07-03T06:32:48Z,140,48,Point,-103.5317,37.8448
TVS,24,KPUX,76,G5,2024-07-03T06:38:23Z,139,49,Point,-103.5046,37.8411
TVS,33,KPUX,104,G5,2024-07-03T06:43:58Z,137,50,Point,-103.4634,37.8477
TVS,20,KGLD,90,E7,2024-07-03T07:18:13Z,254,69,Point,-103.1191,39.0411
TVS,10,KGLD,59,R9,2024-07-03T08:12:26Z,202,93,Point,-102.4337,37.9261
TVS,21,KPUX,49,O0,2024-07-03T10:56:36Z,125,37,Point,-103.5409,38.1042
TVS,20,KOAX,66,T0,2024-07-03T14:35:15Z,78,53,Point,-95.2169,41.498
TVS,38,KAMA,56,D0,2024-07-03T17:15:26Z,230,24,Point,-102.0819,34.9749
TVS,73,KAMA,105,D0,2024-07-03T17:20:05Z,227,23,Point,-102.0502,34.9707
TVS,21,KUDX,70,D4,2024-07-03T19:55:30Z,238,53,Point,-103.862,43.6522
TVS,60,KMSY,91,Y1,2024-07-03T19:56:43Z,136,26,Point,-90.0573,29.7091
TVS,16,KUDX,52,D4,2024-07-03T20:00:45Z,236,54,Point,-103.8573,43.6171
TVS,16,KLNX,52,D9,2024-07-03T20:05:04Z,318,53,Point,-101.3765,42.6118
TVS,19,KLNX,57,D9,2024-07-03T20:17:34Z,323,50,Point,-101.2553,42.6217
TVS,26,KLNX,80,D9,2024-07-03T20:24:54Z,326,48,Point,-101.182,42.6198
TVS,29,KLNX,82,D9,2024-07-03T20:31:04Z,327,46,Point,-101.1414,42.5998
TVS,28,KLNX,86,D9,2024-07-03T20:31:04Z,326,49,Point,-101.1947,42.6336
TVS,24,KUDX,81,O6,2024-07-03T20:32:27Z,279,53,Point,-104.0442,44.2567
TVS,28,KLNX,80,D9,2024-07-03T20:37:12Z,330,46,Point,-101.0953,42.621
TVS,39,KLNX,103,D9,2024-07-03T20:44:06Z,333,44,Point,-101.0269,42.6107
TVS,33,KLNX,85,D9,2024-07-03T20:51:00Z,335,41,Point,-100.9669,42.5768
TVS,35,KLNX,79,D6,2024-07-03T20:51:00Z,43,35,Point,-100.0391,42.3835
TVS,23,KLNX,49,O0,2024-07-03T20:57:54Z,345,34,Point,-100.7743,42.5053
TVS,27,KPUX,70,Y4,2024-07-03T21:12:07Z,226,41,Point,-104.8028,37.9832
TVS,19,KUDX,60,D8,2024-07-03T21:19:43Z,259,52,Point,-104.0079,43.9536
TVS,24,KUDX,77,D8,2024-07-03T21:25:08Z,256,52,Point,-103.9935,43.9094
TVS,41,KUDX,118,D8,2024-07-03T21:30:34Z,257,46,Point,-103.8642,43.9479
TVS,29,KUDX,85,D8,2024-07-03T21:35:30Z,257,46,Point,-103.8642,43.9479
TVS,41,KUDX,101,T0,2024-07-03T22:02:38Z,246,36,Point,-103.588,43.8785
TVS,11,KGLD,61,F4,2024-07-03T22:05:13Z,341,89,Point,-102.3355,40.7688
TVS,48,KMSY,92,S6,2024-07-03T22:17:32Z,201,30,Point,-90.6085,29.554
TVS,11,KGLD,63,L4,2024-07-03T22:17:34Z,33,91,Point,-100.6151,40.6349
TVS,48,KUDX,97,T0,2024-07-03T22:18:56Z,239,32,Point,-103.4618,43.8486
TVS,35,KMSY,73,P7,2024-07-03T22:20:41Z,226,33,Point,-90.8571,29.6383
TVS,10,KGLD,60,H8,2024-07-03T22:21:53Z,33,92,Point,-100.6029,40.6488
TVS,47,KMSY,95,P7,2024-07-03T22:23:32Z,226,33,Point,-90.8571,29.6383
TVS,42,KMSY,79,S6,2024-07-03T22:23:32Z,202,30,Point,-90.6178,29.5572
TVS,32,KLVX,65,Y4,2024-07-03T22:24:00Z,317,32,Point,-86.4065,38.3645
TVS,24,KDEN,64,I0,2024-07-03T22:24:36Z,116,42,Point,-103.714,39.4171
TVS,49,KUDX,89,T0,2024-07-03T22:29:18Z,225,29,Point,-103.3018,43.7823
TVS,37,KFTG,78,A2,2024-07-03T22:30:14Z,133,34,Point,-104.0113,39.398
TVS,14,KGLD,83,J5,2024-07-03T22:30:44Z,282,94,Point,-103.6852,39.6761
TVS,41,KFTG,93,A2,2024-07-03T22:34:30Z,133,36,Point,-103.98,39.3751
TVS,11,KGLD,63,J5,2024-07-03T22:35:04Z,281,92,Point,-103.6489,39.6435
TVS,11,KGLD,63,J5,2024-07-03T22:39:36Z,281,93,Point,-103.6702,39.6464
TVS,57,KUDX,92,T0,2024-07-03T22:45:06Z,209,26,Point,-103.1199,43.7457
TVS,15,KGLD,81,K9,2024-07-03T22:48:49Z,342,88,Point,-102.2964,40.7614
TVS,13,KGLD,71,K9,2024-07-03T22:53:21Z,342,87,Point,-102.2894,40.7455
TVS,11,KGLD,59,F4,2024-07-03T22:53:21Z,350,85,Point,-102.0237,40.7627
TVS,15,KGLD,80,F4,2024-07-03T22:59:03Z,351,85,Point,-101.9916,40.7669
TVS,10,KGLD,56,C8,2024-07-03T22:59:03Z,1,92,Point,-101.6647,40.9012
TVS,13,KGLD,67,K9,2024-07-03T22:59:03Z,343,85,Point,-102.2447,40.7215
TVS,27,KGLD,78,Y8,2024-07-03T22:59:03Z,299,47,Point,-102.5883,39.7437
TVS,15,KLNX,50,F5,2024-07-03T23:02:21Z,188,52,Point,-100.7355,41.0993
TVS,16,KGLD,83,F4,2024-07-03T23:03:49Z,352,85,Point,-101.9595,40.7706
TVS,28,KGLD,80,Y8,2024-07-03T23:03:49Z,301,45,Point,-102.5336,39.7506
TVS,13,KGLD,76,C8,2024-07-03T23:03:49Z,1,93,Point,-101.6643,40.9179
TVS,19,KLNX,56,F5,2024-07-03T23:08:30Z,180,46,Point,-100.576,41.191
TVS,25,KGLD,63,Y8,2024-07-03T23:08:34Z,301,42,Point,-102.4778,39.7252
TVS,35,KMSY,70,Q9,2024-07-03T23:08:41Z,150,32,Point,-90.0972,29.5587
TVS,12,KGLD,69,A0,2024-07-03T23:13:19Z,6,91,Point,-101.491,40.8762
TVS,34,KGLD,88,Y8,2024-07-03T23:13:19Z,306,42,Point,-102.4346,39.7764
TVS,11,KGLD,57,F4,2024-07-03T23:13:19Z,354,84,Point,-101.8926,40.7602
TVS,44,KMSY,86,Q9,2024-07-03T23:14:41Z,150,32,Point,-90.0972,29.5587
TVS,15,KGLD,74,F4,2024-07-03T23:18:05Z,350,79,Point,-102.0004,40.6642
TVS,10,KGLD,56,F4,2024-07-03T23:18:05Z,358,88,Point,-101.7674,40.8338
TVS,20,KLNX,65,F5,2024-07-03T23:20:48Z,173,52,Point,-100.4363,41.0974
TVS,17,KGLD,86,F4,2024-07-03T23:23:05Z,350,79,Point,-102.0004,40.6642
TVS,31,KGLD,65,Y8,2024-07-03T23:23:05Z,306,35,Point,-102.3116,39.7085
TVS,24,KLNX,71,V2,2024-07-03T23:26:57Z,158,48,Point,-100.1789,41.2153
TVS,25,KLNX,78,V2,2024-07-03T23:26:57Z,168,52,Point,-100.3376,41.1097
TVS,19,KGLD,96,F4,2024-07-03T23:28:12Z,354,79,Point,-101.8809,40.6772
TVS,47,KGLD,93,Y8,2024-07-03T23:28:12Z,309,32,Point,-102.2371,39.7016
TVS,23,KGLD,79,R7,2024-07-03T23:28:12Z,277,53,Point,-102.8324,39.4692
TVS,18,KGLD,86,F4,2024-07-03T23:33:20Z,356,77,Point,-101.8176,40.648
TVS,22,KGLD,68,R7,2024-07-03T23:33:20Z,277,49,Point,-102.7468,39.4619
TVS,30,KLNX,89,V2,2024-07-03T23:33:51Z,152,47,Point,-100.0883,41.2651
TVS,34,KLNX,111,U7,2024-07-03T23:33:51Z,164,54,Point,-100.2479,41.0921
TVS,16,KGLD,77,F4,2024-07-03T23:38:41Z,357,75,Point,-101.7859,40.6161
TVS,27,KLNX,83,B7,2024-07-03T23:40:44Z,132,49,Point,-99.7693,41.4085
TVS,18,KFTG,58,R5,2024-07-03T23:42:07Z,161,52,Point,-104.1842,38.9654
TVS,18,KGLD,86,F4,2024-07-03T23:44:02Z,359,75,Point,-101.7286,40.6177
TVS,18,KGLD,86,F4,2024-07-03T23:44:02Z,359,75,Point,-101.7286,40.6177
TVS,18,KLNX,58,B7,2024-07-03T23:46:54Z,128,51,Point,-99.6854,41.431
TVS,24,KUDX,58,T0,2024-07-03T23:47:33Z,139,39,Point,-102.2427,43.6329
TVS,10,KGLD,57,F0,2024-07-03T23:49:24Z,25,93,Point,-100.838,40.7696
TVS,26,KUDX,70,T0,2024-07-03T23:53:00Z,143,45,Point,-102.2095,43.5243
TVS,31,KMEM,61,W3,2024-07-04T00:01:30Z,332,31,Point,-90.2896,35.3525
TVS,16,KUDX,53,T0,2024-07-04T00:03:55Z,144,51,Point,-102.1442,43.4353
TVS,29,KPUX,49,Z7,2024-07-04T00:13:37Z,6,27,Point,-104.1207,38.9079
TVS,35,KSGF,66,R7,2024-07-04T00:41:01Z,198,31,Point,-93.5987,36.7429
TVS,35,KSGF,66,R7,2024-07-04T00:47:14Z,191,30,Point,-93.5187,36.7436
TVS,50,KSGF,97,R7,2024-07-04T00:53:06Z,191,31,Point,-93.5226,36.7272
TVS,34,KUEX,99,F9,2024-07-04T00:56:02Z,336,46,Point,-98.854,41.021
TVS,24,KUEX,76,F9,2024-07-04T00:56:02Z,327,51,Point,-99.0538,41.0326
TVS,26,KUEX,77,F9,2024-07-04T00:56:02Z,337,48,Point,-98.8552,41.0571
TVS,31,KSGF,62,R7,2024-07-04T00:58:57Z,185,32,Point,-93.4578,36.7031
TVS,32,KSGF,63,R7,2024-07-04T01:06:07Z,182,32,Point,-93.4231,36.7014
TVS,12,KGLD,56,J4,2024-07-04T01:08:54Z,42,77,Point,-100.5773,40.316
TVS,26,KUEX,71,T0,2024-07-04T01:10:18Z,348,43,Point,-98.6389,41.0222
TVS,18,KUEX,59,Y8,2024-07-04T01:10:18Z,351,53,Point,-98.625,41.1938
TVS,18,KUEX,54,Y8,2024-07-04T01:15:10Z,354,49,Point,-98.555,41.1336
TVS,31,KSGF,76,C6,2024-07-04T01:20:25Z,173,38,Point,-93.3041,36.6056
TVS,17,KUEX,51,E1,2024-07-04T01:25:26Z,358,47,Point,-98.4782,41.1043
TVS,22,KGLD,57,D6,2024-07-04T01:35:44Z,79,42,Point,-100.8122,39.4973
TVS,11,KGLD,61,I5,2024-07-04T01:51:47Z,56,86,Point,-100.15,40.1589
TVS,18,KGLD,57,D6,2024-07-04T01:56:59Z,90,52,Point,-100.5824,39.3616
TVS,93,KGLD,120,C9,2024-07-04T01:56:59Z,272,21,Point,-102.1512,39.3783
TVS,28,KGLD,92,D0,2024-07-04T02:02:11Z,143,52,Point,-101.034,38.6724
TVS,21,KGLD,65,U7,2024-07-04T02:02:11Z,138,50,Point,-100.9872,38.745
TVS,15,KGLD,74,W7,2024-07-04T02:02:11Z,62,77,Point,-100.2262,39.9607
TVS,20,KGLD,74,U7,2024-07-04T02:12:44Z,141,58,Point,-100.9238,38.6125
TVS,16,KGLD,59,D6,2024-07-04T02:12:44Z,93,59,Point,-100.4346,39.3086
